Date,High,Low,avg
2017-03-21,43.230549064683835,42.321071882947074,42.775810473815454
2017-03-22,41.525506865215554,39.275887834923914,40.400697350069734
2017-03-23,43.5072532226989,41.64881730626835,42.578035264483624
2017-03-24,51.17749126190071,46.77491804042488,48.976204651162796
2017-03-25,50.74719538811964,48.884444483263,49.81581993569132
2017-03-26,50.96635470918954,49.43922480563527,50.202789757412404
2017-03-27,50.28347966328609,48.962817772611345,49.623148717948716
2017-03-28,51.73772921923615,49.66436878995223,50.70104900459419
2017-03-29,53.53314563591725,52.108458561983795,52.82080209895052
2017-03-30,53.32393357932228,51.354675302432675,52.33930444087748
2017-03-31,50.1803972701559,48.20506130972577,49.192729289940836
2017-04-01,51.23190008841234,49.63842632108322,50.43516320474778
2017-04-02,49.67458407612575,45.85565746976797,47.76512077294686
2017-04-03,46.20522074802562,43.43259194079612,44.81890634441087
2017-04-04,45.244736882102316,42.920283761993474,44.082510322047895
2017-04-05,46.25940832573483,44.873694249191296,45.566551287463064
2017-04-06,44.89712672975979,42.61384410818778,43.755485418973784
2017-04-07,44.176787289540236,42.2060385466766,43.19141291810842
2017-04-08,45.29381516378392,44.2086574839185,44.75123632385121
2017-04-09,44.1221607869383,43.53965428155485,43.83090753424658
2017-04-10,44.24048123111955,43.12171264643147,43.68109693877551
2017-04-11,44.1644060943129,43.83545922555242,43.99993265993266
2017-04-12,47.06276543044908,43.62492248582112,45.3438439581351
2017-04-13,50.174656290012074,48.43190871801361,49.30328250401284
2017-04-14,48.14075768104728,46.95272131054936,47.54673949579832
2017-04-15,48.371231702318084,47.32664040944978,47.84893605588393
2017-04-16,48.63329351272764,48.00995324051912,48.32162337662338
2017-04-17,48.459947921163085,48.04890417596716,48.25442604856512
2017-04-18,50.1400710937365,48.91906344599598,49.52956726986624
2017-04-19,50.20337642892875,48.48209094320529,49.34273368606702
2017-04-20,49.30343946181513,48.112093966349875,48.7077667140825
2017-04-21,49.156795869686285,48.584041450887874,48.87041866028708
2017-04-22,48.98093111575949,48.63016747578982,48.805549295774654
2017-04-23,49.1833166655741,48.61144096458747,48.897378815080785
2017-04-24,50.54564611865022,49.98184840289837,50.263747260774295
2017-04-25,50.601156024674964,50.236105784772604,50.418630904723784
2017-04-26,54.27039226598526,52.22403870781216,53.24721548689871
2017-04-27,64.77613910549837,58.7723733142616,61.77425620987999
2017-04-28,71.62679596422481,65.56618914806387,68.59649255614434
2017-04-29,71.7739779866733,69.77485001941498,70.77441400304414
2017-04-30,81.39473911618713,73.56118359870017,77.47796135744365
2017-05-01,81.61318203087482,76.22044582982168,78.91681393034825
2017-05-02,78.2305188875084,76.08538338900465,77.15795113825652
2017-05-03,79.99603332800638,77.79484322422155,78.89543827611396
2017-05-04,93.41073381816418,84.87766618183585,89.14420000000001
2017-05-05,96.37255539990407,90.87084973214313,93.6217025660236
2017-05-06,94.84277853938092,92.64479668957678,93.74378761447885
2017-05-07,96.95103263184001,92.4822837771145,94.71665820447726
2017-05-08,91.11219419637122,88.76883784964359,89.9405160230074
2017-05-09,87.73353004661078,81.0945248806913,84.41402746365104
2017-05-10,90.32146693151894,88.06971493051675,89.19559093101785
2017-05-11,89.09912302257705,87.2000226608762,88.14957284172662
2017-05-12,88.61381164865655,83.8823120272667,86.24806183796163
2017-05-13,88.02399364392522,85.68482220099682,86.85440792246102
2017-05-14,89.74358905405029,88.09350688371978,88.91854796888504
2017-05-15,92.52550317951673,89.73448986879748,91.12999652415711
2017-05-16,90.08405606710808,85.87104171646429,87.97754889178618
2017-05-17,88.06877738938233,85.2512069734011,86.65999218139171
2017-05-18,100.27535032268324,91.65267509918831,95.96401271093578
2017-05-19,125.13759979343865,112.60219976491024,118.86989977917445
2017-05-20,126.65563391909282,123.6273228618312,125.14147839046201
2017-05-21,145.98369377743984,132.43238761259215,139.208040695016
2017-05-22,170.63737484370014,156.31295443962435,163.47516464166225
2017-05-23,170.65575825060566,163.66446961060618,167.16011393060592
2017-05-24,200.53779512715363,186.05528967342133,193.29654240028748
2017-05-25,202.59376029528963,181.05428666954722,191.82402348241843
2017-05-26,185.41508776200152,161.12031374901954,173.26770075551053
2017-05-27,163.25925259291552,141.5252322861167,152.3922424395161
2017-05-28,176.49874847780617,168.19425594697262,172.3465022123894
2017-05-29,194.51221720145554,176.14714552015442,185.32968136080498
2017-05-30,226.08309226452135,204.32135389884493,215.20222308168314
2017-05-31,228.33720539364822,221.69487805597504,225.01604172481163
2017-06-01,227.15347144662587,215.23040513168337,221.19193828915462
2017-06-02,224.7363135783357,219.14417438110664,221.94024397972117
2017-06-03,227.88121548969175,221.65912896671298,224.77017222820237
2017-06-04,247.8663783434784,235.47768508146874,241.67203171247357
2017-06-05,251.52136585011684,244.2036219488094,247.86249389946312
2017-06-06,264.4919021919708,255.71898408829327,260.105443140132
2017-06-07,262.04278822203787,251.8463157985094,256.94455201027364
2017-06-08,261.4667083384913,253.6782467090299,257.5724775237606
2017-06-09,281.09256165956475,266.99808008868007,274.0453208741224
2017-06-10,329.8575779732061,296.9500016788949,313.4037898260505
2017-06-11,343.2662063136342,334.7793180937692,339.0227622037017
2017-06-12,390.00246412325305,349.6939829318351,369.84822352754406
2017-06-13,391.81662707739144,374.9418259140615,383.37922649572647
2017-06-14,372.2136932107967,332.80403159464436,352.5088624027205
2017-06-15,329.326541602728,287.02059661025584,308.1735691064919
2017-06-16,351.8841967901553,341.7489747630868,346.816585776621
2017-06-17,367.9738884662363,351.876874476543,359.92538147138964
2017-06-18,366.4525348256769,347.15369877012364,356.80311679790026
2017-06-19,360.4817335406191,353.4379021132521,356.9598178269356
2017-06-20,359.56091608782265,341.468998314857,350.5149572013398
2017-06-21,328.74814029225223,301.81147179579256,315.2798060440224
2017-06-22,325.56359556068554,314.4192069180131,319.99140123934933
2017-06-23,328.9575882583613,324.57978261801327,326.7686854381873
2017-06-24,320.4022033214058,300.8743683672605,310.63828584433315
2017-06-25,298.42526810399585,266.62818832501085,282.52672821450335
2017-06-26,259.9734493738656,226.56784458797281,243.2706469809192
2017-06-27,269.1282870622914,227.9377686018369,248.53302783206414
2017-06-28,316.76091121729854,288.25910092691396,302.51000607210625
2017-06-29,310.5831715711288,293.0506271301699,301.81689935064935
2017-06-30,294.27515951300416,275.2121577613731,284.7436586371886
2017-07-01,273.7930874424033,259.22211264319475,266.507600042799
2017-07-02,282.60464846165905,263.6935480034124,273.1490982325357
2017-07-03,281.02507652089133,276.8032245609309,278.9141505409111
2017-07-04,277.7607120548901,268.2610081601368,273.01086010751345
2017-07-05,268.3678478738556,258.46055611165167,263.41420199275365
2017-07-06,269.5108138577059,263.62974997518916,266.5702819164475
2017-07-07,253.8326654924346,237.76737859279686,245.80002204261572
2017-07-08,245.7351269196343,239.6455563747279,242.6903416471811
2017-07-09,247.5606900156713,238.94416027434278,243.25242514500704
2017-07-10,223.45719612059017,201.343409562139,212.40030284136458
2017-07-11,199.01626117221136,185.0433602530713,192.02981071264134
2017-07-12,220.68631437844255,201.78931360938878,211.23781399391567
2017-07-13,210.55273502815416,197.52136070276433,204.03704786545924
2017-07-14,197.0302429481623,186.5143397707996,191.77229135948096
2017-07-15,185.68268255422325,171.9603387784709,178.82151066634708
2017-07-16,159.5539915783658,144.22466078533807,151.88932618185194
2017-07-17,185.0094267260124,168.54238911146166,176.77590791873703
2017-07-18,235.8256937481906,199.42827858995997,217.62698616907528
2017-07-19,229.12386450068016,199.20176369857904,214.1628140996296
2017-07-20,232.14570556097564,216.32482365566122,224.23526460831843
2017-07-21,229.81472505873413,215.37213551548237,222.59343028710825
2017-07-22,232.9888199806128,223.7432414731822,228.3660307268975
2017-07-23,230.81080742143314,224.9021958469363,227.85650163418472
2017-07-24,227.2885614651662,224.43112720592052,225.85984433554336
2017-07-25,212.1090523074231,197.8699680430288,204.98951017522594
2017-07-26,202.30466480880642,196.5396124061799,199.42213860749317
2017-07-27,203.9879315899507,200.4427086366782,202.21532011331445
2017-07-28,197.9337937643348,188.87046664376746,193.40213020405113
2017-07-29,199.61240813964366,180.9791609854683,190.29578456255598
2017-07-30,199.7009427867281,194.6734444801404,197.18719363343425
2017-07-31,204.06477964721213,194.0920686796022,199.07842416340716
2017-08-01,226.02852007763596,213.76299683788096,219.89575845775846
2017-08-02,222.53201982960414,217.2647531740844,219.89838650184427
